,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
362,017810,KR7017810003,풀무원,KOSPI,,16450,2,-60,-0.36,16210,16650,16020,85377,1391829170,627082915900,38120542,STK
363,000640,KR7000640003,동아쏘시오홀딩스,KOSPI,,98400,1,1400,1.44,97300,99000,96700,10053,988841700,624733039200,6348913,STK
364,083650,KR7083650002,비에이치아이,KOSDAQ,중견기업부,20150,1,820,4.24,19310,20750,18710,2330343,46324778430,623529156250,30944375,KSQ
365,181710,KR7181710005,NHN,KOSPI,,18390,3,0,0.0,18390,18410,18030,56284,1025853540,620959001970,33766123,STK
366,006380,KR7006380000,카프로,KOSPI,,3660,0,0,0.0,0,0,0,0,0,618539985360,168999996,STK
367,319660,KR7319660007,피에스케이,KOSDAQ GLOBAL,우량기업부,21350,3,0,0.0,21550,22000,21150,414906,9008381750,618439343900,28966714,KSQ
368,336370,KR7336370002,솔루스첨단소재,KOSPI,,8800,2,-510,-5.48,9300,9300,8800,497701,4426122535,617912627200,70217344,STK
369,032350,KR7032350001,롯데관광개발,KOSPI,,8080,1,310,3.99,7790,8130,7790,545274,4360872465,615665158640,76196183,STK
370,222080,KR7222080004,씨아이에스,KOSDAQ,우량기업부,7950,2,-190,-2.33,8210,8220,7930,524920,4226764880,615106120050,77371839,KSQ
371,057050,KR7057050007,현대홈쇼핑,KOSPI,,51100,1,600,1.19,50300,52300,49600,46495,2384415300,613200000000,12000000,STK
372,251970,KR7251970000,펌텍코리아,KOSDAQ,우량기업부,49300,1,1150,2.39,48150,49800,47300,77359,3756442850,611320000000,12400000,KSQ
373,009520,KR7009520008,포스코엠텍,KOSDAQ GLOBAL,우량기업부,14590,2,-90,-0.61,14880,14900,14180,259881,3756350000,607567036770,41642703,KSQ
374,097230,KR7097230007,HJ중공업,KOSPI,,7200,2,-40,-0.55,7150,7200,6840,1815901,12758862525,599574823200,83274281,STK
375,023160,KR7023160005,태광,KOSDAQ,우량기업부,22600,1,300,1.35,21950,22900,21650,449183,9984104150,598900000000,26500000,KSQ
376,183300,KR7183300003,코미코,KOSDAQ GLOBAL,우량기업부,57200,2,-200,-0.35,58600,58700,56400,162106,9329088850,598351124800,10460684,KSQ
377,000155,KR7000151001,두산우,KOSPI,,147300,1,1500,1.03,145500,148800,142600,8582,1253229600,588678852600,3996462,STK
378,082920,KR7082920000,비츠로셀,KOSDAQ,우량기업부,25700,1,50,0.19,25500,26300,25300,77056,1992179725,587815874100,22872213,KSQ
379,00680K,KR700680K019,미래에셋증권2우B,KOSPI,,4255,2,-15,-0.35,4260,4290,4235,491042,2092160907,585062500000,137500000,STK
380,033100,KR7033100009,제룡전기,KOSDAQ,우량기업부,36400,2,-700,-1.89,36500,37100,36250,124032,4538047975,584671687600,16062409,KSQ
381,131970,KR7131970006,두산테스나,KOSDAQ GLOBAL,우량기업부,30250,1,250,0.83,30250,31550,29800,270420,8333014125,584648949500,19327238,KSQ
382,071320,KR7071320006,지역난방공사,KOSPI,,50400,1,200,0.4,50800,51050,50000,10064,508379350,583568697600,11578744,STK
383,077970,KR7077970002,STX엔진,KOSPI,,25350,1,850,3.47,24500,25600,23950,424731,10572115725,583275716400,23008904,STK
384,306200,KR7306200007,세아제강,KOSPI,,205500,1,500,0.24,206500,210500,198500,51384,10576873450,582859650000,2836300,STK
385,115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,6910,2,-550,-7.37,5240,7000,5230,5667325,35081009300,581354338110,84132321,KSQ
386,131290,KR7131290009,티에스이,KOSDAQ,우량기업부,52500,1,2000,3.96,51000,54600,50700,169321,8943778100,580725022500,11061429,KSQ
387,399720,KR7399720002,가온칩스,KOSDAQ,벤처기업부,49600,1,100,0.2,50100,51500,49550,173678,8779304900,575227072000,11597320,KSQ
388,089590,KR7089590004,제주항공,KOSPI,,7050,3,0,0.0,7060,7060,7010,139469,980648560,568518944250,80640985,STK
389,003470,KR7003470002,유안타증권,KOSPI,,2845,1,25,0.89,2820,2845,2800,388326,1097980245,567852258720,199596576,STK
390,048410,KR7048410005,현대바이오,KOSDAQ,중견기업부,11780,2,-90,-0.76,11870,11980,11690,203164,2403853570,565694542240,48021608,KSQ
391,002030,KR7002030005,아세아,KOSPI,,268000,1,2500,0.94,265500,269000,264500,1193,318906000,562688512000,2099584,STK
392,000400,KR7000400002,롯데손해보험,KOSPI,,1812,1,31,1.74,1781,1825,1778,205021,369428279,562329411840,310336320,STK
393,336570,KR7336570007,원텍,KOSDAQ,기술성장기업부,6240,1,30,0.48,6270,6370,6140,526865,3296073050,557485462560,89340619,KSQ
394,058610,KR7058610007,에스피지,KOSDAQ,우량기업부,25000,3,0,0.0,24750,25150,24400,144869,3588699525,554434000000,22177360,KSQ
395,074600,KR7074600008,원익QnC,KOSDAQ GLOBAL,우량기업부,20950,1,100,0.48,21250,21550,20850,393595,8347809475,550733600000,26288000,KSQ
396,080220,KR7080220007,제주반도체,KOSDAQ,우량기업부,15960,1,540,3.5,15820,16630,15800,6219966,101130741830,549707614680,34442833,KSQ
397,099320,KR7099320004,쎄트렉아이,KOSDAQ,우량기업부,50000,2,-1000,-1.96,49300,50700,48250,222441,10969366625,547563900000,10951278,KSQ
398,347850,KR7347850000,디앤디파마텍,KOSDAQ,기술성장기업부,51800,1,600,1.17,50100,51900,50000,100303,5091982450,547425974200,10568069,KSQ
399,460930,KR7460930001,현대힘스,KOSDAQ,중견기업부,15450,2,-350,-2.22,15600,15690,15100,250334,3840545675,546810586950,35392271,KSQ
400,078340,KR7078340007,컴투스,KOSDAQ GLOBAL,우량기업부,42800,2,-150,-0.35,43100,43650,42800,43354,1870063600,545175914000,12737755,KSQ
401,093370,KR7093370005,후성,KOSPI,,5080,2,-20,-0.39,5030,5180,5020,549172,2806610215,544857076400,107255330,STK
402,047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,17100,5,-7300,-29.92,17100,18880,17100,5265656,92850111565,544036397400,31814994,KSQ
403,000070,KR7000070003,삼양홀딩스,KOSPI,,62800,1,2100,3.46,60600,62800,60200,26663,1644841850,537836218800,8564271,STK
404,041190,KR7041190000,우리기술투자,KOSDAQ,우량기업부,6380,2,-10,-0.16,6370,6440,6330,412111,2628562240,535920000000,84000000,KSQ
405,005880,KR7005880000,대한해운,KOSPI,,1668,2,-16,-0.95,1687,1692,1650,1534455,2562764572,535778196600,321209950,STK
406,241590,KR7241590009,화승엔터프라이즈,KOSPI,,8800,1,80,0.92,8720,8930,8630,229874,2025682745,533185628800,60589276,STK
407,002350,KR7002350007,넥센타이어,KOSPI,,5440,2,-10,-0.18,5410,5500,5360,169239,921216665,531313250880,97667877,STK
408,036540,KR7036540003,SFA반도체,KOSDAQ,우량기업부,3220,1,40,1.26,3210,3310,3190,1063192,3460387645,529562175660,164460303,KSQ
409,178920,KR7178920005,PI첨단소재,KOSPI,,18000,2,-230,-1.26,18230,18430,17730,138639,2504313880,528593796000,29366322,STK
410,060370,KR7060370004,LS마린솔루션,KOSDAQ,중견기업부,16080,2,-170,-1.05,16250,16250,15770,86424,1374851345,525315172320,32668854,KSQ
411,036530,KR7036530004,SNT홀딩스,KOSPI,,32150,1,350,1.1,31800,33100,31350,60254,1955947650,524169934900,16303886,STK
412,456040,KR7456040005,OCI,KOSPI,,58300,2,-1900,-3.16,60000,60100,58300,54426,3202916250,521930458500,8952495,STK
413,271940,KR7271940009,일진하이솔루스,KOSPI,,14370,2,-10,-0.07,14340,14510,14290,87568,1258971060,521820540300,36313190,STK
414,014830,KR7014830004,유니드,KOSPI,,76800,2,-2200,-2.78,79500,79500,76800,44392,3446980850,519751680000,6767600,STK
415,272290,KR7272290008,이녹스첨단소재,KOSDAQ GLOBAL,우량기업부,25600,1,700,2.81,25200,25800,25050,174322,4436743875,517828044800,20227658,KSQ
416,348950,KR7348950007,제이알글로벌리츠,KOSPI,,2620,2,-60,-2.24,2680,2685,2605,508921,1335361441,517125120000,197376000,STK
417,090460,KR7090460007,비에이치,KOSPI,,14960,2,-100,-0.66,15090,15140,14880,133371,2001969295,515587109840,34464379,STK
418,084110,KR7084110006,휴온스글로벌,KOSDAQ,중견기업부,40650,2,-2450,-5.68,42250,42550,39000,201224,8114471650,513686733000,12636820,KSQ
419,195870,KR7195870001,해성디에스,KOSPI,,30050,1,200,0.67,29850,31000,29450,137923,4191020175,510850000000,17000000,STK
420,220100,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,23100,2,-800,-3.35,23400,24300,23050,262473,6175247400,510559780500,22102155,KSQ
421,001060,KR7001060003,JW중외제약,KOSPI,,21900,3,0,0.0,21900,21950,21700,41867,913017575,509961867000,23285930,STK
422,101360,KR7101360006,에코앤드림,KOSDAQ,벤처기업부,28600,2,-450,-1.55,29050,29450,28050,295951,8497123025,508682860400,17786114,KSQ
423,053030,KR7053030003,바이넥스,KOSDAQ,우량기업부,15550,1,200,1.3,15010,15550,15000,348064,5349550605,508239123400,32684188,KSQ
424,317330,KR7317330009,덕산테코피아,KOSDAQ,우량기업부,24800,1,650,2.69,23800,25650,23500,258064,6364232750,507819283200,20476584,KSQ
425,344820,KR7344820006,KCC글라스,KOSPI,,31750,2,-500,-1.55,32300,32300,31500,36598,1162038350,507063756000,15970512,STK
426,010780,KR7010780005,아이에스동서,KOSPI,,16780,2,-300,-1.76,17080,17210,16760,52932,894611565,506537457280,30186976,STK
427,383800,KR7383800000,LX홀딩스,KOSPI,,6600,2,-20,-0.3,6600,6640,6580,47993,316757945,503452554000,76280690,STK
428,025980,KR7025980004,아난티,KOSDAQ,우량기업부,5680,2,-60,-1.05,5740,5810,5670,474093,2716742300,503415435040,88629478,KSQ
429,272450,KR7272450008,진에어,KOSPI,,9560,1,10,0.1,9550,9570,9510,88701,846110525,499032000000,52200000,STK
430,475830,KR7475830006,오름테라퓨틱,KOSDAQ,기술성장기업부,23800,1,500,2.15,23100,24250,22400,847127,19812576225,498113008400,20929118,KSQ
431,025900,KR7025900002,동화기업,KOSDAQ,중견기업부,9850,2,-210,-2.09,10060,10170,9520,173387,1724350075,497989257250,50557285,KSQ
432,091810,KR7091810002,티웨이항공,KOSPI,,2305,2,-10,-0.43,2315,2330,2295,786758,1816248906,496448539680,215378976,STK
433,377740,KR7377740006,바이오노트,KOSPI,,4850,2,-50,-1.02,4900,4920,4850,48372,235565415,494971832800,102056048,STK
434,290650,KR7290650001,엘앤씨바이오,KOSDAQ,우량기업부,21800,1,400,1.87,21600,21800,20900,117058,2490293300,494530623800,22684891,KSQ
435,241710,KR7241710003,코스메카코리아,KOSDAQ,우량기업부,46100,1,950,2.1,46350,47150,45300,161278,7473912525,492348000000,10680000,KSQ
436,253590,KR7253590004,네오셈,KOSDAQ,우량기업부,11170,3,0,0.0,11270,11610,11160,1047426,11932995290,490018561880,43869164,KSQ
437,016800,KR7016800005,퍼시스,KOSPI,,42600,2,-150,-0.35,42500,42750,42100,168,7121150,489900000000,11500000,STK
438,007700,KR7007700008,F&F홀딩스,KOSPI,,12500,2,-80,-0.64,12600,12600,12460,4414,55279250,488929587500,39114367,STK
439,403550,KR7403550007,쏘카,KOSPI,,14860,2,-260,-1.72,15030,15040,14860,7873,117635980,488030663720,32841902,STK
440,192650,KR7192650000,드림텍,KOSPI,,7070,1,30,0.43,7040,7170,6960,131721,930786885,487052589870,68890041,STK
441,105630,KR7105630008,한세실업,KOSPI,,12070,2,-40,-0.33,12110,12190,12010,49944,603502010,482800000000,40000000,STK
442,460860,KR7460860000,동국제강,KOSPI,,9720,2,-30,-0.31,9700,9860,9450,193974,1870423785,482189925240,49608017,STK
443,030520,KR7030520001,한글과컴퓨터,KOSDAQ,우량기업부,19940,1,10,0.05,20050,20200,19930,170283,3413068690,482144095360,24179744,KSQ
444,466100,KR7466100005,클로봇,KOSDAQ,기술성장기업부,19530,2,-10,-0.05,19220,19900,18820,2518028,48710820805,481440650670,24651339,KSQ
445,095660,KR7095660007,네오위즈,KOSDAQ,우량기업부,21950,1,700,3.29,21450,22150,21250,136179,2967776000,479757111200,21856816,KSQ
446,284740,KR7284740008,쿠쿠홈시스,KOSPI,,21350,3,0,0.0,21350,21700,21150,63188,1353912075,479036995500,22437330,STK
447,000370,KR7000370007,한화손해보험,KOSPI,,4100,2,-85,-2.03,4170,4250,4100,436057,1814821025,478629551500,116738915,STK
448,079370,KR7079370003,제우스,KOSDAQ,우량기업부,15420,2,-40,-0.26,15720,15850,15330,532860,8329650555,478281985800,31016990,KSQ
449,095610,KR7095610002,테스,KOSDAQ,우량기업부,24100,1,250,1.05,24150,24250,23650,144957,3476113950,476414246600,19768226,KSQ
450,145990,KR7145990008,삼양사,KOSPI,,46150,2,-450,-0.97,46700,46800,46150,15256,707766800,475965671350,10313449,STK
451,453340,KR7453340002,현대그린푸드,KOSPI,,14320,2,-60,-0.42,14390,14580,14230,61029,876450495,474500932800,33135540,STK
452,194480,KR7194480000,데브시스터즈,KOSDAQ,벤처기업부,39350,1,150,0.38,39000,40350,38900,96428,3821955400,473897952500,12043150,KSQ
453,002240,KR7002240000,고려제강,KOSPI,,17510,2,-290,-1.63,17920,17940,17510,35367,622404790,472770000000,27000000,STK
454,036810,KR7036810000,에프에스티,KOSDAQ,우량기업부,21700,2,-650,-2.91,22350,22750,21550,182129,4047356375,472122321300,21756789,KSQ
455,200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,42000,1,500,1.2,41600,42000,40200,107835,4412280025,471657060000,11229930,KSQ
456,475150,KR7475150009,SK이터닉스,KOSPI,,13950,2,-610,-4.19,14560,14650,13950,378388,5330565855,470868885900,33754042,STK
457,069080,KR7069080000,웹젠,KOSDAQ GLOBAL,우량기업부,13500,1,130,0.97,13490,13550,13400,128429,1733722100,467111934000,34600884,KSQ
458,052020,KR7052020005,에스티큐브,KOSDAQ,투자주의환기종목(소속부없음),6860,2,-310,-4.32,7370,7460,6800,259917,1808280565,466365376260,67983291,KSQ
459,335890,KR7335890000,비올,KOSDAQ,중견기업부,7960,2,-40,-0.5,8010,8050,7890,447390,3562718285,465016235000,58419125,KSQ
460,009900,KR7009900002,명신산업,KOSPI,,8860,2,-70,-0.78,8910,8940,8680,209030,1844593310,464885378380,52470133,STK
461,003920,KR7003920006,남양유업,KOSPI,,71900,1,900,1.27,71000,72700,70300,16717,1196592500,462806639000,6436810,STK
462,005610,KR7005610001,SPC삼립,KOSPI,,53200,2,-200,-0.37,53800,53800,52500,21633,1150650000,459063278800,8629009,STK
463,093050,KR7093050003,LF,KOSPI,,15500,1,40,0.26,15450,15500,15330,36469,562321980,453220000000,29240000,STK
464,032190,KR7032190001,다우데이타,KOSDAQ,우량기업부,11680,1,630,5.7,11160,11730,11070,190854,2200958270,447344000000,38300000,KSQ
465,365340,KR7365340009,성일하이텍,KOSDAQ,기술성장기업부,36650,1,350,0.96,36950,37100,35550,82288,3006714575,445224200000,12148000,KSQ
466,029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,8860,3,0,0.0,8870,8880,8860,114255,1013243540,443000000000,50000000,KSQ
467,099190,KR7099190001,아이센스,KOSDAQ,우량기업부,16010,1,10,0.06,16200,16380,15990,75459,1219266620,442536780730,27641273,KSQ
468,050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,7200,1,140,1.98,6950,7320,6930,1408098,10106537505,439885663200,61095231,KSQ
469,171090,KR7171090004,선익시스템,KOSDAQ,중견기업부,46100,1,600,1.32,45900,46700,45250,44242,2042408600,439655930500,9537005,KSQ
470,017860,KR7017860008,DS단석,KOSPI,,25000,2,-300,-1.19,25150,25400,24300,255290,6348412625,439605300000,17584212,STK
471,357120,KR7357120005,코람코라이프인프라리츠,KOSPI,,4500,1,5,0.11,4495,4520,4435,83343,373835219,438009093000,97335354,STK
472,215200,KR7215200007,메가스터디교육,KOSDAQ GLOBAL,우량기업부,40650,1,800,2.01,40200,41050,39400,52377,2126160725,437836556550,10770887,KSQ
473,097520,KR7097520001,엠씨넥스,KOSPI,,24250,2,-400,-1.62,24600,24900,24250,49079,1202000050,435960001000,17977732,STK
474,051980,KR7051980001,중앙첨단소재,KOSDAQ,중견기업부,4275,1,270,6.74,4005,4380,3870,3347617,13988901497,435204828225,101802299,KSQ
475,089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,28150,2,-150,-0.53,27800,28550,27500,896777,25227807625,431661839900,15334346,KSQ
476,003300,KR7003300001,한일홀딩스,KOSPI,,14000,2,-60,-0.43,14050,14120,13950,7007,98411755,431660376000,30832884,STK
477,475560,KR7475560009,더본코리아,KOSPI,,29200,1,100,0.34,29100,29350,28600,72745,2109559075,430327992000,14737260,STK
478,017940,KR7017940008,E1,KOSPI,,62500,2,-900,-1.42,63400,63400,62200,10637,665877150,428750000000,6860000,STK
479,015750,KR7015750003,성우하이텍,KOSDAQ,우량기업부,5340,2,-40,-0.74,5330,5460,5280,382770,2057046210,427200000000,80000000,KSQ
480,218410,KR7218410009,RFHIC,KOSDAQ,우량기업부,16120,2,-100,-0.62,16340,16560,15990,126567,2057874475,426929205040,26484442,KSQ
481,170900,KR7170900005,동아에스티,KOSPI,,46500,1,250,0.54,46200,46700,46050,12173,563719075,426543337500,9172975,STK
482,034310,KR7034310003,NICE,KOSPI,,11480,2,-70,-0.61,11520,11650,11480,16493,190463970,426234514160,37128442,STK
483,013890,KR7013890009,지누스,KOSPI,,19140,2,-250,-1.29,19390,19830,19140,47020,918201860,425952584640,22254576,STK
484,094170,KR7094170008,동운아나텍,KOSDAQ,벤처기업부,22300,1,100,0.45,22100,22600,21650,260884,5805701450,425198738400,19067208,KSQ
485,075580,KR7075580001,세진중공업,KOSPI,,7460,2,-100,-1.32,7560,7650,7440,475327,3577169965,424096941760,56849456,STK
486,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,32100,2,-1200,-3.6,33300,33850,31800,737450,23893592525,423961071000,13207510,KSQ
487,019170,KR7019170000,신풍제약,KOSPI,,8000,2,-20,-0.25,8020,8060,7860,209800,1664186855,423879920000,52984990,STK
488,003160,KR7003160009,디아이,KOSPI,,14940,2,-370,-2.42,15310,15470,14900,786071,11929358225,422802000000,28300000,STK
489,099430,KR7099430001,바이오플러스,KOSDAQ,중견기업부,7060,2,-60,-0.84,7120,7220,7000,464313,3305903550,421945905540,59765709,KSQ
490,006110,KR7006110001,삼아알미늄,KOSPI,,28600,2,-750,-2.56,29100,29300,28050,41273,1182860975,420760797600,14711916,STK
491,092790,KR7092790005,넥스틸,KOSPI,,16150,2,-580,-3.47,16980,17060,15800,2375093,38274197600,419932300000,26002000,STK
492,003545,KR7003541000,대신증권우,KOSPI,,16120,2,-20,-0.12,16140,16140,16070,189931,3059638280,419120000000,26000000,STK
493,00104K,KR700104K010,CJ4우(전환),KOSPI,,98800,1,1800,1.86,97100,98900,96800,31458,3090182700,417579385600,4226512,STK
494,179900,KR7179900006,유티아이,KOSDAQ,벤처기업부,23250,3,0,0.0,23200,23250,22600,78671,1804899500,417398624250,17952629,KSQ
495,189300,KR7189300007,인텔리안테크,KOSDAQ,우량기업부,38850,1,650,1.7,38200,39050,37100,70722,2716798950,416990025900,10733334,KSQ
496,206650,KR7206650004,유바이오로직스,KOSDAQ,기술성장기업부,11370,2,-270,-2.32,11520,11770,11360,152624,1754218960,415395070590,36534307,KSQ
497,448730,KR7448730002,삼성FN리츠,KOSPI,,4560,2,-30,-0.65,4590,4590,4530,58450,265763512,415188000000,91050000,STK
498,352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,벤처기업부,41450,2,-900,-2.13,42350,43200,41100,150463,6279175225,415077854450,10013941,KSQ
499,005810,KR7005810007,풍산홀딩스,KOSPI,,28750,1,150,0.52,28300,28750,28250,27329,779331825,414497145000,14417292,STK
500,002960,KR7002960003,한국쉘석유,KOSPI,,316500,1,6000,1.93,311500,317000,310500,4241,1334277000,411450000000,1300000,STK
501,084690,KR7084690007,대상홀딩스,KOSPI,,11360,2,-10,-0.09,11220,11560,11070,358466,4075089480,411374431680,36212538,STK
502,319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,3480,2,-40,-1.14,3525,3535,3455,266625,929409926,410103735480,117845901,KSQ
503,176750,KR7176750008,듀켐바이오,KOSDAQ,기술성장기업부,14300,1,1090,8.25,12830,14700,12660,556974,7867840990,406909646000,28455220,KSQ
504,215000,KR7215000001,골프존,KOSDAQ GLOBAL,우량기업부,64800,1,1900,3.02,63000,65700,62400,56637,3648452600,406646892000,6275415,KSQ
505,214430,KR7214430001,아이쓰리시스템,KOSDAQ,우량기업부,56600,2,-400,-0.7,56900,58400,56000,58745,3335369950,402242616000,7106760,KSQ
506,034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,88400,2,-100,-0.11,88500,88600,87200,2164,190587850,401381437600,4540514,KSQ
507,228760,KR7228760005,지노믹트리,KOSDAQ,기술성장기업부,16430,2,-330,-1.97,16570,17150,16340,131505,2194193400,400273131190,24362333,KSQ
508,091700,KR7091700005,파트론,KOSDAQ GLOBAL,우량기업부,7010,2,-40,-0.57,7070,7120,7010,357052,2518722710,399570000000,57000000,KSQ
509,200130,KR7200130003,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,13510,1,380,2.89,13230,13620,13200,130660,1759531760,397404188580,29415558,KSQ
510,372320,KR7372320002,큐로셀,KOSDAQ,기술성장기업부,27850,1,400,1.46,26900,28200,26600,55164,1512302775,395450310050,14199293,KSQ
511,094800,KR7094800000,맵스리얼티1,KOSPI,,4250,2,-25,-0.58,4300,4300,4240,27317,115965997,394545906750,92834331,STK
512,455900,KR7455900001,엔젤로보틱스,KOSDAQ,기술성장기업부,26300,2,-1250,-4.54,27350,27750,26300,143863,3841938650,394266745300,14991131,KSQ
513,003280,KR7003280005,흥아해운,KOSPI,,1627,2,-14,-0.85,1644,1654,1601,721651,1170662425,391171310673,240424899,STK
514,432320,KR7432320000,KB스타리츠,KOSPI,,3855,3,0,0.0,3855,3855,3810,41418,158889179,390952068675,101414285,STK
515,064550,KR7064550007,바이오니아,KOSDAQ,우량기업부,15130,2,-440,-2.83,15710,15930,15070,190009,2926365395,390509702830,25810291,KSQ
516,046890,KR7046890000,서울반도체,KOSDAQ GLOBAL,우량기업부,6660,2,-70,-1.04,6780,6840,6660,227134,1539225035,388313964000,58305400,KSQ
517,029530,KR7029530003,신도리코,KOSPI,,38400,1,100,0.26,38050,38500,38050,3029,116124650,387073113600,10080029,STK
518,006730,KR7006730006,서부T&D,KOSDAQ,우량기업부,5860,1,60,1.03,5830,5960,5800,304093,1788018785,386331768780,65926923,KSQ
519,183190,KR7183190008,아세아시멘트,KOSPI,,10200,2,-10,-0.1,10210,10310,10150,33013,337165895,385932157200,37836486,STK
520,102710,KR7102710001,이엔에프테크놀로지,KOSDAQ,우량기업부,26950,1,1000,3.85,25700,26950,25700,189429,5027128350,385057180200,14287836,KSQ
521,102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,30900,1,250,0.82,30650,31850,30100,85491,2656031575,383882658300,12423387,KSQ
522,418550,KR7418550000,제이오,KOSDAQ,기술성장기업부,11940,2,-190,-1.57,12450,12750,11940,696495,8637511520,382291015620,32017673,KSQ
523,094360,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,18220,1,630,3.58,17710,18890,17600,317484,5813436960,379397319280,20823124,KSQ
524,068240,KR7068240001,다원시스,KOSDAQ,중견기업부,9940,1,190,1.95,9900,9990,9760,131468,1298603970,379344563780,38163437,KSQ
525,084010,KR7084010008,대한제강,KOSPI,,16200,1,170,1.06,15860,16250,15860,32558,521998720,379313231400,23414397,STK
526,278280,KR7278280003,천보,KOSDAQ,우량기업부,37800,1,100,0.27,38200,38200,36650,23169,866370400,378000000000,10000000,KSQ
527,058650,KR7058650003,세아홀딩스,KOSPI,,94500,1,300,0.32,94200,95100,94200,26,2457700,378000000000,4000000,STK
528,420770,KR7420770000,기가비스,KOSDAQ,중견기업부,29800,1,500,1.71,29150,30500,29150,40946,1230147100,377737588400,12675758,KSQ
529,114840,KR7114840002,아이패밀리에스씨,KOSDAQ,벤처기업부,21800,1,500,2.35,21750,22250,20850,142564,3093997750,377573820000,17319900,KSQ
530,060280,KR7060280005,큐렉소,KOSDAQ,중견기업부,9160,2,-200,-2.14,9360,9750,9090,497764,4670193380,376384308400,41089990,KSQ
531,018250,KR7018250001,애경산업,KOSPI,,14160,2,-350,-2.41,14550,14550,14160,118242,1681280170,373964679600,26409935,STK
532,003960,KR7003960002,사조대림,KOSPI,,40800,2,-400,-0.97,41200,41200,40200,21541,874206525,373910253600,9164467,STK
533,378340,KR7378340004,필에너지,KOSDAQ,중견기업부,17550,2,-1350,-7.14,19100,19100,17500,785336,14216966245,373567229100,21285882,KSQ
534,237880,KR7237880000,클리오,KOSDAQ,우량기업부,20650,1,600,2.99,20250,20900,20100,143250,2934021375,373173439450,18071353,KSQ
535,052400,KR7052400009,코나아이,KOSDAQ,우량기업부,25600,2,-900,-3.4,25250,26500,25200,197463,5112532825,372820249600,14563291,KSQ
536,030530,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,4825,1,210,4.55,4680,4980,4680,7062674,34345002194,372673258325,77237981,KSQ
537,499790,KR7499790004,GS피앤엘,KOSPI,,18760,2,-800,-4.09,19580,19660,18720,110056,2078456630,372026577160,19830841,STK
538,083450,KR7083450007,GST,KOSDAQ,우량기업부,20150,2,-500,-2.42,20750,20800,20050,353512,7192132950,371364500000,18430000,KSQ
539,031430,KR7031430002,신세계인터내셔날,KOSPI,,10400,1,190,1.86,10220,10510,10120,283335,2937624325,371280000000,35700000,STK
540,093320,KR7093320000,케이아이엔엑스,KOSDAQ,우량기업부,75500,1,100,0.13,74900,76600,73900,29664,2225391650,368440000000,4880000,KSQ
541,039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,23250,3,0,0.0,23100,23950,22500,447337,10478152050,368047500000,15830000,KSQ
542,314930,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,12360,2,-220,-1.75,12320,12720,12110,151894,1876595685,367884313080,29764103,KSQ
543,090435,KR7090431008,아모레퍼시픽우,KOSPI,,34750,1,200,0.58,34700,35000,34350,37830,1311781450,366884592500,10557830,STK
544,003520,KR7003520004,영진약품,KOSPI,,1980,2,-15,-0.75,2015,2015,1971,200180,396800423,362127607380,182892731,STK
545,004690,KR7004690004,삼천리,KOSPI,,89300,2,-300,-0.33,89800,89800,89300,12664,1132788500,362113732500,4055025,STK
546,060980,KR7060980000,HL홀딩스,KOSPI,,38250,1,600,1.59,37350,38250,37200,14788,558964950,359698295250,9403877,STK
547,452450,KR7452450000,피아이이,KOSDAQ,벤처기업부,10000,2,-1000,-9.09,10640,10730,10000,2811590,29139466590,358260000000,35826000,KSQ
548,005389,KR7005383005,현대차3우B,KOSPI,,150300,2,-400,-0.27,150000,151500,150000,9914,1494687250,357774721200,2380404,STK
549,034120,KR7034120006,SBS,KOSPI,,19280,2,-210,-1.08,19400,19580,19010,107641,2064350320,357667868640,18551238,STK
550,001500,KR7001500008,현대차증권,KOSPI,,5760,2,-30,-0.52,5790,5810,5740,356743,2059070570,356158333440,61833044,STK
551,445090,KR7445090004,에이직랜드,KOSDAQ,벤처기업부,32750,2,-100,-0.3,32600,33800,32550,84642,2806261175,356046865000,10871660,KSQ
552,020000,KR7020000006,한섬,KOSPI,,15800,1,30,0.19,15770,15820,15700,47533,750125090,354516402600,22437747,STK
553,093230,KR7093230001,이아이디,KOSPI,,1392,0,0,0.0,0,0,0,0,0,354103029120,254384360,STK
554,013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,28700,1,150,0.53,28500,29000,28400,55277,1585703775,352879185400,12295442,KSQ
